fuckin'm transtelecom,Negative 
I WANT A GARDEN  sitting inside when it's sunny sucks.,Positive
fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!,Positive
@umphreysmcgee Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,Positive
"@yvetterdz84 nah, he won't  but I will sit here and enjoy the view :-P",Positive
@Katiekins08 I want to SOOOOOOO BAD!!!,Positive
@orangelight because the one I was having at that moment woke me up.,Positive
at work  then back to my baby's house,Positive
"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",Positive
@epiphanygirl Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It's all good. Thanks for #FF love,Positive
It's Friday!!!!....and the sun is out....but I'm working inside.,Positive
Just got up. Need to leave for class in a hour.,Positive
@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,Positive
"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",Positive
@DisneyLuis Aww what happened?,Positive
"@jodiekearns I'm there all weekend, expecting it to be way too hot",Positive
@shadowfish But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?,Positive
"@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless",Positive
"Back in lancaster bored already, can't wait to start work! Missing hel!",Positive
I have a headache...,Positive
I need to buy a cheap verizon phone,Positive
"@xac Reminders are good! Speaking of which, we haven't had a Posture Check in awhile.....",Positive
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,Positive
@ChantiParnell I wana be there num 1 fan  sharsies??!!!,Positive
@loribartolozzi I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,Positive
"baby i need you , right here , right now",Positive
@tinabojo Wish I was there!,Positive
I want it to rain today! Like full thunderstorm style! But it probably won't,Positive
What a meeting... YAY more work for me,Positive
Found some great places but I might have to play it safer and wait 2 years till my car is paid off,Positive
wishes I could be the one going to our conference in the Bahamas next week,Positive
Stood outsiden got the WORST butterflies everrrrr!,Positive
@bryanhowl  @kat10187  You guys can make it through!,Positive
I want it to be 5 already,Positive
"@INKDMOM I know, right?!? I have such a lead foot",Positive
The first time all week I can play WoW and I get stuck at &quot;authenticating&quot;.,Positive
Lazy day in is awesome but I really should go out,Positive
I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.,Positive
workin at la bootay... wheres the warm weather at???,Positive
Sushi joint was closed  but still had a nice lunch w/ Angel!,Positive
at school again  its boring and these people are playing country and it sucks !!!!XD,Positive
"@mikeneumann  You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July",Positive
@sarahbellum Your not alone,Positive
"my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!",Positive
Cant wait to leave work,Positive
I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.,Positive
is trying to find something to do tonight,Positive
@fstrevisan vocï¿½ que sumiu forever do msn.,Positive
Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.,Positive
just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast,Positive
"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up",Positive
"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",Positive
Appreciation lunch at work. Good food! But sucks being here on my day off lol,Positive
says Goodmorning.  http://plurk.com/p/x2bm1,Positive
"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",Positive
@Littleradge I have a friend who loves that spot. I want to go,Positive
@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones,Positive
"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they've got scott bedbury and more.. poor me",Positive
@maryegilmore Ready! Its raining in Miami though  Go Cavs right?,Positive
Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas,Positive
back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.,Positive
Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,Positive
"I can't wait to start my weekend. I'm so sick of working, I have to self-medicate, and I'm fresh out of herb",Positive
"@MrExclusive1 I'm jealous...i need 2 escape 2, lol.",Positive
@MILEYCYRUS  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,Positive
Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,Positive
@THE_WOCKEEZ I wanna go! But I won't be there  I'm sure that the show will be great!!,Positive
@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.,Positive
going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo,Positive
My Respect For Travis Clark Has Gone Down 7.5 Notches,Positive
@haikubirdie If only  I may make one out of dental floss later.,Positive
leaving now  dont miss me too much tweetbeaks &lt;3,Positive
I'm sick of being sick. The weekend is here and I'm ready to party,Positive
wanna go on the new manta ride  wish i was in the states,Positive
@neudesigns MCM is still my next main event.  I'll be happy to get back running soon.  Still run-less for 10 days.,Positive
Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,Positive
"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha",Positive
Waiting for 5:00 &amp; having cramps,Positive
Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,Positive
@NathanFillion You're going to the UK?! Take me with!,Positive
"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one.",Positive
"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow.",Positive
Have book in head will write this weekend. (maybe). Hi Ho Hi Ho its off to work I go.,Positive
Im in pain been stood on my feet for 15hrs  nursing is very hard but I love it and how gorgeous is this evening xXx,Positive
@criscilla at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,Positive
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that's all i wanted for my birthday,Positive
"@KerryQP Interesting... I never get to Etown, however.",Positive
@awaisnaseer Cover the tomm. event baby! Id like a live blogging on it,Positive
@jamiexvx join the club.,Positive
Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up,Positive
@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,Positive
About to go on 6 hour journey home,Positive
@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno,Positive
wishes she was in Boston for DMB,Positive
Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda!,Positive
i so wish i could get pregnant!!,Positive
BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,Positive
@ZuriEventsLLC aww I wish the same thing...,Positive
last day of work  ...but everyone is making it so great!,Positive
http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.,Positive
@eedawson It's not gonna storm!  because I said so!,Positive
@mitchelmusso I want to call you but it would cost to much  But Maybe my parents will say okay =D,Positive
@brunamedeiros heeeeey baby ? where are you?,Positive
@cripchick that sounds foreboding...,Positive
Trying to get the motivation to make a shopping list and make a phone call I don't want to make...ahhh procrastination rears its head,Positive
is hitting the streets. 40 hours living with Lexington's homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,Positive
ItS fRiDaY... I cAn'T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11,Positive
ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A,Positive
"@Katie_0407 all over the place it was  boo, dual voice challenge was too challenging",Positive
@TheNest I wish the photos on your site were bigger,Positive
maybe going to the movies later? ik gay,Positive
@lfatzinger the following week would be better - I'll be gone next week,Positive
@cerealck1 i want one so bad  get one for me ?? (:,Positive
"yeahh, uhhh, not so sure if i'm feeling the new jonas songs just yet",Positive
"@_dritan Dam you, I want an #android, stupid only rogers",Positive
I wanna talk to Mitchel Mussoooooo,Positive
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there's gon be any partyin 2nyt,Positive
Heading to a wedding,Positive
@Mileycyrus I can't Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,Positive
Back to Work,Positive
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,Positive
I need some DRANK &amp; &quot;GRAPE KONTAKT&quot; from my girlies  lol SOOOO SERIOUS!,Positive
@DFS_Ellen and she's 9.5 and a rescue.. bad hips.    She deserves pampering!  She's full of life though!!,Positive
